Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Stable but bureaucratic,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44100590.htm,5.0,"Mar 16, 2021","Director, Software Engineering","Current Employee, more than 10 years","Raleigh, NC",Pros,Good work life balance despite being a financial company.,Cons,Bureaucracy and lack of tech talent in senior management.,
Great culture,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW45022568.htm,5.0,"Apr 5, 2021",Software Engineer/Developer,"Current Employee, more than 1 year","Merrimack, NH",Pros,"Work culture
Ethics
Flexibility
These are the advantages of working here",Cons,"Work-life balance
Salary
Especially salary could be much better.",
Be ready to compromise your values...,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW8103087.htm,3.0,"Sep 28, 2015",Vice President,Former Employee,"Boston, MA",Pros,"Base pay not so competitive, but generous bonus plans more than made up for that.  Good place for recent college grads to start their careers and get a solid foundation of experience.  Beautiful facilities, great design, and lots of art.  Lots of opportunities to participate in classes, seminars, information sessions, etc...both in person and online.",Cons,"Everything is communicated via 50+ page Powerpoint documents that no one reads beyond the 3rd slide during meetings. Annual increases are tiny or nonexistent, although the HR documentation indicates ranges for double-digit increases (dream on).  Some execs are reassigned to lead departments in which they have no experience and are clueless about strategies and issues.  Overall, they are very slow to take action on toxic performers, which causes turnover of  the solid performers who can get jobs elsewhere and not have to deal with the grief caused by the toxic colleagues.  Sr. leaders ask for feedback and suggestions, but rarely act on honest input - it's easier for them to manage the status quo.  Although the ongoing mantra is about ethical decisions and behaviors, I personally encountered an environment where confidentiality was breached and bullying was evident...the sr. exec chose to look the other way.",3
Great job,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44999266.htm,5.0,"Apr 4, 2021",Customer Relationship Advocate,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,"Amazing benefits
The company truly values the employees",Cons,The CRA role can be very busy,
Good retirement plan but pay and corporate values lacking,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW24813011.htm,3.0,"Feb 21, 2019",Relationship Manager,"Former Employee, more than 10 years","Covington, KY",Pros,"Great profit sharing, 401(k) , match programs. Good training for someone new to the business",Cons,"Not easy to advance into management. More “who you know” then “what you know”. Pay is lower for such a large successful privately owned  company . Since Abbey had taken over most of Ned Johnson’s responsibilities, the company that was truly “ doing what’s right for th client is doing what’s right for Fidelity “ philosophy is out the window and it’s all about cutting costs and do more work with less support.",6
Great Employer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44201888.htm,5.0,"Mar 18, 2021",Financial Consultant,"Current Employee, more than 1 year","Phoenix, AZ",Pros,"Salary, management, guiding values, team members",Cons,Sometimes a little too fast-paced.,
Run Far away,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW46805829.htm,1.0,"May 11, 2021",Anonymous Employee,"Former Employee, more than 10 years",,Pros,Benefits and education that's all,Cons,"Branch micro management 
More worried about clicking than helping clients",1
"Overall, a great company",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW16606276.htm,4.0,"Aug 31, 2017",Publishing Developer,"Former Employee, more than 10 years","Covington, KY",Pros,"Amazing benefits - 401k (100% up to 7% matched), profit sharing, medical/dental, paid holidays, paid vacation, gym membership reimbursement, tuition assistance, student loan pay off, ability to work from home in many departments/roles...  I could go on and on!

Great work environment.  Nice facilities. Great culture.  Awesome folks to work with. Management  was wonderful.",Cons,"In my department  (Learning & Development), there are constant changes and reorganizations, thus leading to shifts in teams and eventually lay offs.  Fidelity is a chronic  ""reorg and then lay off"" company and I experienced it firsthand after being with them for 11 years, along with many others in my group - some with long tenure and even more with incredible talent.  Since the owner, Mr. Johnson, stepped down and allowed his daughter, Abby, to take over, so much has changed and not in a good way.  It is really unfortunate.",12
None,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44045136.htm,3.0,"Mar 15, 2021",Senior Consultant,Current Employee,"Plymouth, MA",Pros,"Financially solid company, Great benefits",Cons,Continues to Purge the elders,1
Great Place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44388107.htm,5.0,"Mar 22, 2021",Consultant,"Current Employee, more than 10 years","Houston, TX",Pros,Great benefits and always room to grow.,Cons,No issues as of yet.,
Alright,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW48055096.htm,1.0,"Jun 8, 2021",Customer Relationship Advocate,"Current Employee, less than 1 year","Jacksonville, FL",Pros,Decent pay and remote work,Cons,If you don’t pass the series 7 you will be fired,1
Poor management,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW4691227.htm,1.0,"Jul 31, 2014",Relationship Manager,"Former Employee, more than 1 year",,Pros,"-Office Space
-Technology
-Support of Call Centers
-Good for someone looking to start their career and obtaining securities licenses 
-Benefits are okay - not as good as some companies but not bad either",Cons,"This is a job - not a career.  Your role and upward movement with this company is dependent upon your relationship with senior management. It has little to do with the amount of work you do or your contribution to the organization. 

Extremely political atmosphere - most employees are afraid to raise concerns due to repercussions from senior management. There are some very good managers within the company however locally, our managers were very unprofessional and morale within the office was very low as a result. High turnover within company as a result.",7
"Retired after 20 years, Personal Investing side",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW17292620.htm,3.0,"Oct 11, 2017",Anonymous Employee,"Former Employee, more than 10 years","Westlake, TX",Pros,"Private company.  The Johnson family is committed to the company & its clients. Reputation for innovation, eye toward the future, investing in latest technology and not afraid of shaking things up periodically. Great benefits. Great strides in opening up transfers to other Fidelity lines of business for employees wishing to transfer.",Cons,"Seemed to fall behind in leadership recently,  allowing competitors to jump in and grab credit for lowering commissions, other mgmt fees,  introducing  lower cost robo-advisor platform.  Mgmt did not tolerate and ushered in environment of encouraging change in all levels of organization.  Tone however seemed to be directed at older, longer term employees being labeled higher paid, against change and holding back career of younger workers.   I reluctantly accepted Fidelity's voluntary buy-out (VBO) sensing I would regret it down the road.",5
Revoked Offer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW18152493.htm,1.0,"Dec 1, 2017",Customer Relationship Advocate,"Current Employee, less than 1 year","Jacksonville, FL",Pros,The employees dressed nice. (Read the Cons),Cons,"DO NOT EVER APPLY HERE. They could not care less about you as a person. They revoked my offer Today, a Friday and I was supposed to start on Monday. This is right before the Holidays and they knew about my current situation that a family member has CANCER. Not just a sickness, CANCER that I am paying OUT OF POCKET FOR. When they ran a credit report they found something that I didn't even know about, total around $4000. DID NOT KNOW IT WAS THERE. This happened on Wednesday. So I call the collections agency at their request, settle it, give them the information that things have been taken care of and they tell me today that my offer was still revoked. THEY DON'T CARE ABOUT YOU. They will screw you over, spit on you, and laugh about it. SERIOUSLY. The Recruiter did not care one cent. Now I'm completely screwed, no job, cancer, and bills. Oh, yeah! Happy Holidays! 
P.S. I have several friends who use them for their accounts and they will be closing them because of what they've done in this situation. And I will make sure this is all over my social media. This is REAL LIFE. I was COMPLETELY SCREWED OVER.",49
Fidelity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW29517129.htm,5.0,"Sep 29, 2019",Anonymous Employee,Current Employee,"Salt Lake City, UT",Pros,"I think Fidelity is a great place to start your career. Their benefits are really good and affordable, and they have very generous PTO and 6 weeks paid paternity leave for men. I have read a lot of reviews about there being a lack of movement. I can honestly say that I could see that being an issue for some people. In my own experience Fidelity rewards being ambitious. A lot of people here have been in their role for a very long time and become jaded. Be ambitious,  take initiative, and it's not that hard to move up here. Comparitively there is a lot of opportunity here, if you miss out on that you have nobody to blame but yourself. Not to mention every manager I have met at fidelity seems to genuinely care about advancing your career. Quarterly comp is nice. Working from home is a other nice part if fidelity, but this also varies depending on your function.",Cons,"The salary is the worst part. You get quarterly compensation which is nice and can be a lot depending on your function but they rarely budge on raising your base pay. This is used as an excuse to not raise your base pay when you move around. Also, this is a call center job so not specifically a con to fidelity but these type of jobs have their ups and downs.",
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44419293.htm,3.0,"Mar 23, 2021",EVP Human Resources,"Former Employee, more than 10 years","Raleigh, NC",Pros,Compensation benefits facilities great people,Cons,Lack of diversity at all levels. From the board to mgt,
Amazing Company Culture,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW43962494.htm,5.0,"Mar 14, 2021",Financial Services Associate,Former Employee,"Westlake, TX",Pros,"Great pay.
Fair Vacation time.
Great Benefits.
Plenty advancement opportunities.",Cons,"No merit raises. 
Only way to receive raise to move departments.",
Best job ever,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44530635.htm,5.0,"Mar 24, 2021",Advisory Summer Analyst,"Current Employee, more than 1 year","Orland Park, IL",Pros,"Awesome everything, literally changed my life.",Cons,"Nothing, absolutely nothing. Perennial in every way",
Know Your Management,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW500207.htm,4.0,"May 17, 2010",Communications Consultant,Former Employee,"Marlborough, MA",Pros,"Fidelity is a strong company with a streak of independence allowed by private ownership. Good product recognition. Solid and very conservative with respect to financial responsibility. Many opportunities for career growth, change and diversity if you are able to adopt the culture. Good availability of resources including career education. Better than average compensation and benefits.",Cons,"Your success at Fidelity will depend largely on the ability of your manager to steer you within the maze and to protect you from the political environment. Don't stay in any one area/unit/department for too long as you will become ""type cast.""  This is not a paternalistic environment; do not expect to be taken care of. This employer typifies the characterization of the ""disposable employee."" They have a reputation for re-organizing every six months. This is, if not literally, virtually true. You must be very flexible and not cling to the past. Upper management is currently (May 2010) in a state of upheaval that has been ongoing for perhaps 5 years. Continuity and vision is lacking.",1
"Challenging work, decent starting pay",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW749388.htm,4.0,"Dec 21, 2010",Financial Analyst,Current Employee,"Boston, MA",Pros,"1. Starting pay is at or slightly above market rate.  Total compensation package including bonus, profit sharing, and 401K match are relatively good.
2. Many benefits including 7% 401K match, computer purchase assistance, inhouse gyms, excellent facilities, subsidized lunches, etc.
3. Relatively lax work schedule heavily dependent on manager.
4. Challenging fast paced environment built upon a foundation of chaotic reorgs.",Cons,"1. Year over year pay increases, as well as promotion-based pay increases are way below market.
2. Benefits are being cut as a cost-cutting tool.
3. Seasonality of work results in very slow down periods and very chaotic up periods.
4. Promotions are rare; must be aggressive to pursue career growth.  Inhouse promotions substantially smaller pay increases than external candidates.  Very very illogical promotion system.
5. Technology is the bane of Fidelity.  Too many platforms that do not sync with each other resulting iin a plethora of manual processes that will inadvertedly crash one day!
6. There are so many process people; decisions take aeons to execute",4
FPCMS,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW16915354.htm,2.0,"Sep 19, 2017",Director,"Current Employee, more than 5 years","Westlake, TX",Pros,"The benefits are some of the best in the industry. The 401K match, profit sharing, bonus opportunities, student loan payments, etc. No firms currently come close to matching that level of benefits. They offer a lot of career paths and do a great job at hiring internally.",Cons,"With all of the job growth in the DFW metroplex, they are starting to struggle with talent retainment. There have been a few retention packages offered, but they are not working. FPCMS in WLK has gone through several leaders. The decisions made at times seem to contradict the firms values. The current leaders have their select few chosen ones, who can do no wrong. However, it is apparent that they have their own form of nepotism. They will force out people who may block their people from getting promo'ed. This has happened time and time again. People are taking on roles that they lack the qualifications for, just because they are favorites.",2
Anxiety Inducing,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW34251972.htm,2.0,"Jul 15, 2020",Financial Associate I,"Former Employee, more than 3 years",,Pros,"The pay and benefits are supreme. There is room for growth, but you have to actually like finance.",Cons,"There are tons of metrics to adhere to, and managers are controlling. Let me be clear, you are not micromanaged, you are controlled to the point that you cannot get up to use the restroom. 

You will be berated if your computer does not work, as if you are supposed to fix that. 

If you bite back, your managers will gaslight you into thinking that you are the problem, not the super bizarre environment that they have created.They will ask you, if you are only ""there for a paycheck?"" The answer is yes, because they're only ""there for metrics."" 

The environment is not collaborative, and they will use you up until you are done. They are not dumb. They know exactly what the average associate's shelf life is(a manager told me so), and they will coldly and callously move on. 

I have seen world class people, get eaten up and swallowed alive. When you quit, you will be given a box and literally pushed out the door.",11
It started out great and has slowly declined as management has changed.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW2644283.htm,2.0,"May 13, 2013",Dipl.-Sozialpädagoge,"Current Employee, more than 5 years",,Pros,"Benefits are good, pay is pretty good also. Trying to move in the right direction at the upper management level. The message from upper management is very inspiring and motivational.",Cons,Micro managing employees to the point that it inhibits daily job duties. The inspiring and motivational message from upper management gets lost in translation by the time it reaches the field. Middle management does not want you to think that you have a secure career.,2
"Good first job, but there are drawbacks",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW4531875.htm,4.0,"Jul 7, 2014",Anonymous Employee,"Current Employee, more than 5 years","Albuquerque, NM",Pros,"Good benefits to regular full time and regular part time employees in terms of medical, dental, and vision- the higher coverage plan has a higher cost passed onto the employee. 401k plan available with matching.",Cons,"In the Albuquerque site, favoritism runs rampant. Managers play favorites with staff and will ignore employee concerns, this problem extends up to directors as well. Also, Albuquerque is excluded from the profit sharing benefit that ALL OTHER SITES enjoy and pay is low for the job. They will try and convince you the pay is appropriate, however, compared to other call centers it is lower starting by far. To be clear, this is a call center job, while it may have different ways of doing things, metrics are the only thing a manager has to use to grade your performance. If your manager doesn't like you, they can find a number of ways to get rid of you.",5
Need better recruiters and training.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW6081148.htm,2.0,"Mar 9, 2015",Call Center Representative,"Former Employee, less than 1 year","Albuquerque, NM",Pros,"Good hours, great pay, no working weekends.",Cons,"I was recruited strictly for my customer service skills.  I was concerned about metrics such as call times, call quota, and surveys and asked clear questions about these issues.  In the face to face interview, I was very mislead.  I was told the main focus was on customer satisfaction, and this was not true once I was on the floor.  Our training about the subject matter was excellent, but we received almost no training on the complex and multiple computer programs.  There was no hands on training of the system.  This lack of training on an absolutely vital part of the job is why I had to leave the company.  Also, many times we asked a manager or mentor a question, we were told something that was later disputed.  There was no consistency regarding information.",6
Financial Customer Associate,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW10687316.htm,3.0,"May 22, 2016",Financial Customer Associate I,"Current Employee, less than 1 year","Durham, NC",Pros,"Good work/life balance, opportunities exist, the 7% match and 10% profit sharing 401k bonus are very nice, too. It is a company that is slowly but surely seeking to improve the work experience. My managers have been awesome, too.",Cons,"Most of the opportune moves are lateral, Fidelity takes it's sweet time on paying bonuses and raises, it is a call center job and if you don't enjoy this type of engagement, opportunities are severely limited. Not many jobs here that allow you to critically think, but rather answer questions. Most co-workers treat this as a job, rather than something they enjoy (though this is not true for all)",2
"4 years and counting - So far, so good.",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW21743318.htm,4.0,"Jul 31, 2018",Senior Applications Architect,"Current Employee, more than 3 years","Covington, KY",Pros,"I started as an IT contractor and was offered full time employment.  Great benefits,  work from home,  good people.    The word on the street is salaries are lower but that has not been my experience.  My salary is average for my position.  The bonus and benefits more than make up for any shortcomings.  Yes, you can make more money elsewhere but for me, we are talking 5%.

Technology is older but not ancient.  There are opportunities to learn new technologies but are slow to move.",Cons,"It's a big place, so there are some politics and bureaucracy you must learn to navigate.  

Too many ""true believers"" outside the I.T. group. .... it's almost cult-like among the managers and directors.  This is not unusual as good jobs in general are hard to find and people outside I.T. do not have the same opportunities as I.T. folks.

Recently went to new ""open office"" layout and it sucks big time.   If I didn't work remotely 3-4 days a week, I would not last.

If you are an I.T. professional, your skills could become dated if you are not vigilant about it.",2
Very Disappointed,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW28181425.htm,1.0,"Jul 23, 2019",Anonymous Employee,"Current Employee, more than 3 years","Covington, KY",Pros,None that would out weigh the cons,Cons,"It all begins with job satisfaction, people in general tend to do jobs they enjoy and are passionate about even if pay is lacking, but fidelity has clearly missed the mark. A volume based discount broker call center where even team leads (managers) are frustrated with leadership. Upper management is not there to help build a profitable successful environment but make sure numbers on spread sheet are met. 95% of the people I worked with actively are unhappy with their current job and only stay so they can get their 5 year vesting. I’m truthfully dumbfounded at the lack of communication with management down to reps. I’m disappointed to say I wasted so much time at the company and missed valuable opportunity actually being able to advise build relationships. This company the last two years had tried to put a square peg into a round hole and has lost a lot of talented people. This will continue to be the trend because Fidelity is slow pace when it comes to change. Culture there was absolutely horrible with people just struggling through daily life and I hope those who read this can take this as a warning! Unless you are absolutely desperate or doubt mind being an un valued easy replaceable cog in the Fidelity machine you can do so much better..",10
Excellent Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW43811531.htm,5.0,"Mar 10, 2021",Product Manager,Current Employee,"Boston, MA",Pros,"Competitive salaries, great benefits, flexible work schedule",Cons,There are no cons to list.,
"Highly Political, Layoffs Often, No Job Security",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW3850569.htm,2.0,"Mar 11, 2014",Vice President,"Current Employee, more than 10 years","Boston, MA",Pros,"Very good competitive compensation and benefits package.
Interesting and challenging work.
Reasonable work demands in most departments.",Cons,"Fidelity is highly political.  Basically no matter how high the quality of your work is, if you are not ""liked"" especially by your direct manager you will not be around for long.  Department and company reorganizations are often and many.  It is during these times you risk falling out of favor and run the risk of frequent job eliminations. Once you are out of the company due to a layoff or job elimination you are pretty much out forever - unless you have a contact manager that will hire you. There is no job security no matter your position or length of employment.  Fidelity will never win any best places to work awards but the they pay well.  If you are looking to be loved, respected, or for a friend - buy a dog.",23
Depends who you are/who you know- things change daily at Fidelity.  Depends on which manager will implement it.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW20525404.htm,4.0,"May 10, 2018",Financial Associate II,"Former Employee, more than 5 years","Covington, KY",Pros,Starting pay and yearly merit reviews based on performance Lots of OT.  The company match is 7%. You also get profit sharing.  Health and college reimbursements. Company discounts to many companies - just say where you work and most of the time you get a discount.,Cons,"Heavy volume call center - can’t sip water between calls. Didn’t hire enough people to fill in after many took the voluntary buy out package 6/2017. 
You’re expected to know everything that has changed and is changing and not all teams are unison in the messages that is announced.  Branding - it’s huge - it’s bologna when you don’t even get a chance to get to know that person- and they don’t forget it no matter how many years have passed, what hardships you have been thru, and where you are now in work life.  Fidelity allowed for managers and interim manager to bully associates.  Managers have their clicks.  You will get wrote up for using PTO when your truly sick.... depends who your manager is!  You will get accused for something you didn’t do- bc your acting manager says you did- won’t pull the call up but purposely stops the audio to say call avoidance calls for immediate termination and I was escorted out.  I transferred the caller to another associate and I never disconnected!",33
Great place to work!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44069871.htm,5.0,"Mar 16, 2021",Software Engineer,"Current Employee, less than 1 year","Merrimack, NH",Pros,"Very friendly
Great practical projects which keeps you engaged",Cons,None at the moment while working,
LOVE!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44433660.htm,5.0,"Mar 23, 2021",Customer Service Representative,"Current Employee, less than 1 year","Covington, KY",Pros,"Management, Coworkers, Work/Life Balance, Culture",Cons,A lot of information to process,
Excellent Pay but Political Organization with  Lots of Hierarchy,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW21096970.htm,4.0,"Jun 18, 2018",Managing Director,"Former Employee, more than 10 years","Boston, MA",Pros,"You are working along side very smart, capable, and engaging co-workers.  This is a company that is generally focused on doing the right thing -- for customers and employees.  They do this because they are  proud of their brand/ heritage.  They protect their reputation vigorously.  Be prepared for change:  The organization is constantly reinventing (or improving in a Kaizen manner) itself.   Heavy focus on technology.  Fantastic benefits package.   Reasonable work-life balance.  Coming in as a new employee will feel like you are drinking from a fire hose:  a lot will be thrown at you in a short amount of time.  Hang in there -- it is worth it!",Cons,"Its a very political organization with lots of hierarchy.  Senior management doesn't always listen to the feedback they receive from employees.  While things change frequently, the changes are typically from the top (and not in response to employee feedback).  Some of the politics are a pain and there are always the 'management favorites' (you will find that in nearly every large company), but you will be well paid for your efforts.",1
Excellent Place to Work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW43918551.htm,5.0,"Mar 12, 2021",Senior Programmer Analyst,Current Employee,"Preston, ID",Pros,"Good benefits, Good Pay.
Management listens to suggestions and cares",Cons,Nothing to say here now.,
Great company for savers!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW44271274.htm,3.0,"Mar 19, 2021",Client Manager,"Current Employee, more than 10 years",,Pros,"Outstanding company retirement benefits
Solid company brand
Positive external reputation",Cons,"Leadership aspects 
Culture challenges
Mechanistic workflow",
Conformity Culture.  Innovators and Fast Movers Stay Away.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW17034264.htm,2.0,"Sep 26, 2017",Vice President,"Former Employee, more than 5 years","Boston, MA",Pros,The firm's client service delivery is second to none.  Abby and her team have recognized that the culture is slow and have attempted to make changes over the years.,Cons,"Legacy leaders point to minor wins as progress.  Small thinking and high school culture wins, and friends are rewarded.   Medium bets are avoided for less risky career steadying choices.  

The Voluntary Buyout program targeted legacy leaders over 55, while giving opportunities to legacy leaders...over 50?  A clear message was sent.  What sense is there waiting for higher positions at Fidelity if you are in the first half of your career.

The same leaders drive the same mediocre results, and continually keep positions in the firm.  Repeated service model and strategy changes cannot change the mediocre managers leading each team. 

Leaders in the business with finance backgrounds do not bridge the gap to ""innovation"" in products, they can measure but are not creators.  Always concerned that if the market tanked, I wouldn't be able to sell products at Fidelity's prices with the cost structure so heavy.",3
Fidelity Investments: Retirement playground for washed up executives.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW99489.htm,2.0,"Oct 14, 2008",Senior Project Manager,Current Employee,"Merrimack, NH",Pros,"Challenges. If you like to be challenged, there's many opportunities. Start a project, then half way through it 'poof' the people you were working with are gone, typically replaced by inexperienced Indian speaking low paid H1B candidates. Salary is ok, but don't expect too much in the way of a raise.",Cons,"Executive Management is a revolving door. Fidelity is the place where 'executives' like to end their days getting highly paid to put their 'stamp' on the company. Almost like clockwork, every 5 years or so, executive management changes. Then the newest group of executives start their own slash & burn program to make the company more 'productive'. Once they've finished this wonderful task and decimated the various groups they declare victory, collect their huge bonuses, and turn things over to the next group of bean counters. Fidelity is coming apart at the seams because there are so many chiefs and so few indians left to any real work.",7
"Fidelity is a great place to work, but the environment has become much more intense recently.",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW125105.htm,5.0,"Nov 30, 2008",Senior Implementation Project Manager,Current Employee,"Westlake, TX",Pros,"The benefits are great. I have had a long career at Fidelity and been able to develop my knowledge of the 403(b) & 401(k) business. The clients I work with are great. Most of my collegues are top notch. There is a great deal of focus around data security and customer privacy. Fidelity has a strong balance sheet and is convervatively run. I think that senior management is positioning the company to be profitable for the long term, which means that the future will be bright.",Cons,"Recently there have been a lot of changes at senior management level. This has caused a great deal of uncertainty about the future of the company. My department was moved from the northeast last year to Texas, and I am not sure what career opportunities will come up in the future. Financial services right is an industry in turmoil. There is another round of layoffs coming in the 1st quarter.",
Fidelity Investments is a good place to work for someone who expects as much out of the company as they put in.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW226300.htm,5.0,"May 19, 2009",Senior Production Services Manager,Former Employee,"Marlborough, MA",Pros,"Fidelity offers extensive growth opportunities to those individuals who display talent and a drive to succeed.  In most cases the managers are very understanding of family and personal time needs, coupled with an expectation that everyone is a professional and will make their hours up as necessary. Fidelity also offers excellent benefits packages.",Cons,"Depending on your position, there can be an expectation of working well beyond 40 hr work weeks, though that is not a consistent occurence.  Occasionally Executive Management may have plans in the works that are driving changes organizationally, but which not all employees are privvy to at the time, and which can then make some of the organizational changes seem inappropriate (at that time).",
"Benefits are great, but NOT worth it.",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW12375205.htm,2.0,"Oct 19, 2016",Anonymous Employee,Former Employee,,Pros,"Great benefits, help with student loan payments, reimbursement for health/fitness things, gym on site, awesome coworkers, fun environment overall, great company match on 401k plus profit sharing, good health benefits, generous paid vacation time, very detailed training, nice salary with quarterly bonuses",Cons,"No mobility within the company, managers are completely fake and act like they care about your career development but really don't care at all, they blow smoke up your you know what and make it seem like there's a lot of opportunity, but that's only true if you've been with the company for 5+ years, unfair treatment of employees by upper management, immoral conduct swept under the rug, ridiculous expectations, micromanaging",15
Just a Cog in the great machine,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW29565649.htm,2.0,"Oct 1, 2019",Relation,Current Employee,,Pros,"-Benefits
- Flexibility
- It honestly is a good place to start but dont plan to stay for too long",Cons,"- Fidelity views all of its employees as easily replaceable. This was emphasized when Abby Johnson and Kathy Murphy said in the most recent town hall that because they always have so many people come back to Fidelity it doesn't really matter to retain them.

It's a good place to start, but there's only so much growth with in the company

There is no way to change things at a decent pace. In my role my manager knows there are issues with how things are run, our director is also aware of them, and the site GM has some knowledge. Each level agrees with our issues and agrees that present solutions make sense, but that they have no power or ability to do anything about it.",4
Benefits Specialist,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW8913297.htm,1.0,"Dec 14, 2015",Benefits Specialist,"Former Employee, more than 5 years","Richmond, VA",Pros,Great Co-workers for the most part.,Cons,"Poor pay, over working employees, no  job security, management is terrible. it's about who you know there fore most of those who are friends of team leads or management received positions, are then trained by those who have been there for years only to be rewarded by witnessing those they trained get back to back promotion. Mind you seven years of working with the company and most ( mainly of ethnic background) are just getting their first promotion. I was there 7 years was give great feedback during review time but managers always found a reason not to give me a raise ( I received on raise the entire time I was employed). One made up reason given when my manager spent a min tripping over her words to think of what to come up with was that she heard I spend to much time in the ladies room (of course it was not true but it was good enough for her to justify when I again would not receive a raise) Most of my managers were up north therefore  managed at a distance and visited maybe every three months per year. I could go on and on but over all I would not recommend anyone in there right mind to work there ...at least not in the benefits department. I had enough of being used and overwork and constantly being told I was doing great here is extra work, but not receiving compensation.",7
High Net Worth,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW16630309.htm,3.0,"Sep 1, 2017",High Net Worth Financial Representative,"Current Employee, more than 1 year","Denver, CO",Pros,"Overall, I was extremely happy with my experience with Fidelity. I chose to move firms due to issues I had with my site and my role, not with Fidelity as a whole.  I felt that the pay was reasonable, but any gap was more than made up with the incredible benefits. 7% 401k match, 10% profit share, 10k of student loan payoff (after only a few months in the role!), and great health and dental insurance. The people are friendly (for the most part) and I had a great relationship with my manager.",Cons,"The HNW role could be extremely frustrating at times, to say the least. We were fully licensed brokers, but the majority of my time was spent doing password resets and distributions - I'm not sure why the firm would pay our licensing fees only to have us perform repetitive tasks any (unlicensed) customer service rep can do. Dealing with the general public is trying - people will call in and scream/curse at you over something you had no control over. To be fair, most conversations weren't negative but the really bad calls could ruin your entire day.

There is little opportunity for career development (outside of sales) and a large bottleneck for leadership/management positios.",2
